00A695A8	Michael	迈克尔
00AE6F90	Penthouse: Style 4	顶层公寓样4  
00AE6FD8	Penthouse: Style 5	顶层公寓样5  
00AE7020	Penthouse: Style 6	顶层公寓样6  
00AE7068	Penthouse: Style 7	顶层公寓样7  
00AE70B0	Penthouse: Style 8	顶层公寓样8  
00AE70F8	Red's Autoparts	雷德汽车店
00AE7168	Richards Majestic Apt 10	理查影视公寓 10号
00AE7188	Richards Majestic Apt 2	理查影视公寓 2号
00AE7210	Stilthouse 3	高架屋 3
00AE7250	Stilthouse 1	高架屋 1
00AE7290	Stilthouse 7	高架屋 7
00AE72D0	Stilthouse 4	高架屋 4
00AE72E0	Submarine 2	潜艇 2号
00AE72F0	Submarine	潜水艇
00AE7330	Studio Flat	单间房
00AE7370	Tinsel Towers Apt 17	闪耀塔公寓17号
00AE73B8	Tinsel Towers Apt 16	闪耀塔公寓16号
00AE7400	Vespucci Boulevard Studio Flat	威斯普奇大道单间公寓
00AE7420	Upgraded Base	升级基地
00AE7430	Tinsel Towers Apt 42	闪耀塔公寓42号
00AE7478	Weazel Plaza Apt 9	广场公寓9号
00AE74C8	Vinewood Club Garage	葡俱乐部车库
00AE74E0	Baygor	贝尔
00AE74E8	Andy Moon	安迪穆
00AE7528	Weazel Plaza Apt 11	威泽广场公寓6
00AE7540	Jesco White	杰斯科
00AE754C	Jerome	杰罗
00AE7558	Clinton	K林顿
00AE7560	Bill Binder	宾德尔
00AE756C	Zombie	僵尸
00AE7578	Pamela Drake	帕德雷克
00AE7588	Mime	Y剧
00AE7590	Jesse	杰xi
00AE7598	Epsilon Tract 4	埃普西隆 4
00AE75A8	Epsilon Tract 3	埃普西隆 3
00AE75B8	Epsilon Tract 2	埃普西隆 2
00AE75C8	Epsilon Tract 1	埃普西隆 1
00AE75D8	Epsilon Tract 8	埃普西隆 8
00AE75E8	Epsilon Tract 7	埃普西隆 7
00AE75F8	Epsilon Tract 6	埃普西隆 6
00AE7608	Epsilon Tract 5	埃普西隆 5
00AE7618	Epsilon Vehicle Surano	埃普车辆地点  2
00AE7630	Epsilon Vehicle Vacca	埃普车辆地点  1
00AE7648	Epsilon Tract 10	埃普西隆 10
00AE7660	Epsilon Tract 9	埃普西隆 9
00AE7670	For Sale Sign 1	待售标志 1
00AE7680	Epsilon Vehicle Double T	埃普车辆地点  5
00AE76A0	Epsilon Vehicle Super Diamond	埃普西隆车辆地点 4
00AE76C0	Epsilon Vehicle Tornado	埃普车辆地点  3
00AE76D8	For Sale Sign 5	待售标志 5
00AE76E8	For Sale Sign 4	待售标志 4
00AE76F8	For Sale Sign 3	待售标志 3
00AE7708	For Sale Sign 2	待售标志 2
00AE7718	For Sale Sign 9	待售标志 9
00AE7728	For Sale Sign 8	待售标志 8
00AE7738	For Sale Sign 7	待售标志 7
00AE7748	For Sale Sign 6	待售标志 6
00AE7758	For Sale Sign 13	待售标志 13
00AE7770	For Sale Sign 12	待售标志 12
00AE7788	For Sale Sign 11	待售标志 11
00AE77A0	For Sale Sign 10	待售标志 10
00AE77B8	Hidden Package 2	隐藏包裹 2
00AE77D0	Hidden Package 1	隐藏包裹 1
00AE77E8	For Sale Sign 15	待售标志 15
00AE7800	For Sale Sign 14	待售标志 14
00AE7818	Hidden Package 6	隐藏包裹 6
00AE7830	Hidden Package 5	隐藏包裹 5
00AE7848	Hidden Package 4	隐藏包裹 4
00AE7860	Hidden Package 3	隐藏包裹 3
00AE7878	Hidden Package 10	隐藏包裹 10
00AE7890	Hidden Package 9	隐藏包裹 9
00AE78A8	Hidden Package 8	隐藏包裹 8
00AE78C0	Hidden Package 7	隐藏包裹 7
00AE78D8	Letter Scrap 1	残缺信件 1
00AE78E8	Hidden Package 13	隐藏包裹 13
00AE7900	Hidden Package 12	隐藏包裹 12
00AE7918	Hidden Package 11	隐藏包裹 11
00AE7930	Letter Scrap 5	残缺信件 5
00AE7940	Letter Scrap 4	残缺信件 4
00AE7950	Letter Scrap 3	残缺信件 3
00AE7960	Letter Scrap 2	残缺信件 2
00AE7970	Letter Scrap 9	残缺信件 9
00AE7980	Letter Scrap 8	残缺信件 8
00AE7990	Letter Scrap 7	残缺信件 7
00AE79A0	Letter Scrap 6	残缺信件 6
00AE79B0	Letter Scrap 13	残缺信件 13
00AE79C0	Letter Scrap 12	残缺信件 12
00AE79D0	Letter Scrap 11	残缺信件 11
00AE79E0	Letter Scrap 10	残缺信件 10
00AE79F0	Letter Scrap 17	残缺信件 17
00AE7A00	Letter Scrap 16	残缺信件 16
00AE7A10	Letter Scrap 15	残缺信件 15
00AE7A20	Letter Scrap 14	残缺信件 14
00AE7A30	Letter Scrap 21	残缺信件 21
00AE7A40	Letter Scrap 20	残缺信件 20
00AE7A50	Letter Scrap 19	残缺信件 19
00AE7A60	Letter Scrap 18	残缺信件 18
00AE7A70	Letter Scrap 25	残缺信件 25
00AE7A80	Letter Scrap 24	残缺信件 24
00AE7A90	Letter Scrap 23	残缺信件 23
00AE7AA0	Letter Scrap 22	残缺信件 22
00AE7AB0	Letter Scrap 29	残缺信件 29
00AE7AC0	Letter Scrap 28	残缺信件 28
00AE7AD0	Letter Scrap 27	残缺信件 27
00AE7AE0	Letter Scrap 26	残缺信件 26
00AE7AF0	Letter Scrap 33	残缺信件 33
00AE7B00	Letter Scrap 32	残缺信件 32
00AE7B10	Letter Scrap 31	残缺信件 31
00AE7B20	Letter Scrap 30	残缺信件 30
00AE7B30	Letter Scrap 37	残缺信件 37
00AE7B40	Letter Scrap 36	残缺信件 36
00AE7B50	Letter Scrap 35	残缺信件 35
00AE7B60	Letter Scrap 34	残缺信件 34
00AE7B70	Letter Scrap 41	残缺信件 41
00AE7B80	Letter Scrap 40	残缺信件 40
00AE7B90	Letter Scrap 39	残缺信件 39
00AE7BA0	Letter Scrap 38	残缺信件 38
00AE7BB0	Letter Scrap 45	残缺信件 45
00AE7BC0	Letter Scrap 44	残缺信件 44
00AE7BD0	Letter Scrap 43	残缺信件 43
00AE7BE0	Letter Scrap 42	残缺信件 42
00AE7BF0	Letter Scrap 49	残缺信件 49
00AE7C00	Letter Scrap 48	残缺信件 48
00AE7C10	Letter Scrap 47	残缺信件 47
00AE7C20	Letter Scrap 46	残缺信件 46
00AE7C30	Monkey Mosaic 3	猴子拼图 3
00AE7C40	Monkey Mosaic 2	猴子拼图 2
00AE7C50	Monkey Mosaic 1	猴子拼图 1
00AE7C60	Letter Scrap 50	残缺信件 50
00AE7C70	Monkey Mosaic 7	猴子拼图 7
00AE7C80	Monkey Mosaic 6	猴子拼图 6
00AE7C90	Monkey Mosaic 5	猴子拼图 5
00AE7CA0	Monkey Mosaic 4	猴子拼图 4
00AE7CB0	Monkey Mosaic 11	猴子拼图 11
00AE7CC8	Monkey Mosaic 10	猴子拼图 10
00AE7CE0	Monkey Mosaic 9	猴子拼图 9
00AE7CF0	Monkey Mosaic 8	猴子拼图 8
00AE7D00	Monkey Mosaic 15	猴子拼图 15
00AE7D18	Monkey Mosaic 14	猴子拼图 14
00AE7D30	Monkey Mosaic 13	猴子拼图 13
00AE7D48	Monkey Mosaic 12	猴子拼图 12
00AE7D60	Monkey Mosaic 19	猴子拼图 19
00AE7D78	Monkey Mosaic 18	猴子拼图 18
00AE7D90	Monkey Mosaic 17	猴子拼图 17
00AE7DA8	Monkey Mosaic 16	猴子拼图 16
00AE7DC0	Monkey Mosaic 23	猴子拼图 23
00AE7DD8	Monkey Mosaic 22	猴子拼图 22
00AE7DF0	Monkey Mosaic 21	猴子拼图 21
00AE7E08	Monkey Mosaic 20	猴子拼图 20
00AE7E20	Monkey Mosaic 27	猴子拼图 27
00AE7E38	Monkey Mosaic 26	猴子拼图 26
00AE7E50	Monkey Mosaic 25	猴子拼图 25
00AE7E68	Monkey Mosaic 24	猴子拼图 24
00AE7E80	Monkey Mosaic 31	猴子拼图 31
00AE7E98	Monkey Mosaic 30	猴子拼图 30
00AE7EB0	Monkey Mosaic 29	猴子拼图 29
00AE7EC8	Monkey Mosaic 28	猴子拼图 28
00AE7EE0	Monkey Mosaic 35	猴子拼图 35
00AE7EF8	Monkey Mosaic 34	猴子拼图 34
00AE7F10	Monkey Mosaic 33	猴子拼图 33
00AE7F28	Monkey Mosaic 32	猴子拼图 32
00AE7F40	Monkey Mosaic 39	猴子拼图 39
00AE7F58	Monkey Mosaic 38	猴子拼图 38
00AE7F70	Monkey Mosaic 37	猴子拼图 37
00AE7F88	Monkey Mosaic 36	猴子拼图 36
00AE7FA0	Monkey Mosaic 43	猴子拼图 43
00AE7FB8	Monkey Mosaic 42	猴子拼图 42
00AE7FD0	Monkey Mosaic 41	猴子拼图 41
00AE7FE8	Monkey Mosaic 40	猴子拼图 40
00AE8000	Monkey Mosaic 47	猴子拼图 47
00AE8018	Monkey Mosaic 46	猴子拼图 46
00AE8030	Monkey Mosaic 45	猴子拼图 45
00AE8048	Monkey Mosaic 44	猴子拼图 44
00AE8060	Nuclear Waste 1	核废料 1
00AE8070	Monkey Mosaic 50	猴子拼图 50
00AE8088	Monkey Mosaic 49	猴子拼图 49
00AE80A0	Monkey Mosaic 48	猴子拼图 48
00AE80B8	Nuclear Waste 5	核废料 5
00AE80C8	Nuclear Waste 4	核废料 4
00AE80D8	Nuclear Waste 3	核废料 3
00AE80E8	Nuclear Waste 2	核废料 2
00AE80F8	Nuclear Waste 9	核废料 9
00AE8108	Nuclear Waste 8	核废料 8
00AE8118	Nuclear Waste 7	核废料 7
00AE8128	Nuclear Waste 6	核废料 6
00AE8138	Nuclear Waste 13	核废料 13
00AE8150	Nuclear Waste 12	核废料 12
00AE8168	Nuclear Waste 11	核废料 11
00AE8180	Nuclear Waste 10	核废料 10
00AE8198	Nuclear Waste 17	核废料 17
00AE81B0	Nuclear Waste 16	核废料 16
00AE81C8	Nuclear Waste 15	核废料 15
00AE81E0	Nuclear Waste 14	核废料 14
00AE81F8	Nuclear Waste 21	核废料 21
00AE8210	Nuclear Waste 20	核废料 20
00AE8228	Nuclear Waste 19	核废料 19
00AE8240	Nuclear Waste 18	核废料 18
00AE8258	Nuclear Waste 25	核废料 25
00AE8270	Nuclear Waste 24	核废料 24
00AE8288	Nuclear Waste 23	核废料 23
00AE82A0	Nuclear Waste 22	核废料 22
00AE82B8	Nuclear Waste 29	核废料 29
00AE82D0	Nuclear Waste 28	核废料 28
00AE82E8	Nuclear Waste 27	核废料 27
00AE8300	Nuclear Waste 26	核废料 26
00AE8318	Peyote 3	仙掌 3
00AE8328	Peyote 2	仙掌 2
00AE8338	Peyote 1	仙掌 1
00AE8348	Nuclear Waste 30	核废料 30
00AE8360	Peyote 7	仙掌 7
00AE8370	Peyote 6	仙掌 6
00AE8380	Peyote 5	仙掌 5
00AE8390	Peyote 4	仙掌 4
00AE83A0	Peyote 11	仙掌 11
00AE83B0	Peyote 10	仙掌 10
00AE83C0	Peyote 9	仙掌 9
00AE83D0	Peyote 8	仙掌 8
00AE83E0	Peyote 15	仙掌 15
00AE83F0	Peyote 14	仙掌 14
00AE8400	Peyote 13	仙掌 13
00AE8410	Peyote 12	仙掌 12
00AE8420	Peyote 19	仙掌 19
00AE8430	Peyote 18	仙掌 18
00AE8440	Peyote 17	仙掌 17
00AE8450	Peyote 16	仙掌 16
00AE8460	Peyote 23	仙掌 23
00AE8470	Peyote 22	仙掌 22
00AE8480	Peyote 21	仙掌 21
00AE8490	Peyote 20	仙掌 20
00AE84A0	Peyote 27	仙掌 27
00AE84B0	Peyote 26	仙掌 26
00AE84C0	Peyote 25	仙掌 25
00AE84D0	Peyote 24	仙掌 24
00AE84E0	Spaceship Part 4	太空船部件4
00AE84F8	Spaceship Part 3	太空船部件3
00AE8510	Spaceship Part 2	太空船部件2
00AE8528	Spaceship Part 1	太空船部件1
00AE8540	Spaceship Part 8	太空船部件8
00AE8558	Spaceship Part 7	太空船部件7
00AE8570	Spaceship Part 6	太空船部件6
00AE8588	Spaceship Part 5	太空船部件5
00AE85A0	Spaceship Part 12	太空船部件12
00AE85B8	Spaceship Part 11	太空船部件11
00AE85D0	Spaceship Part 10	太空船部件10
00AE85E8	Spaceship Part 9	太空船部件9
00AE8600	Spaceship Part 16	太空船部件16
00AE8618	Spaceship Part 15	太空船部件15
00AE8630	Spaceship Part 14	太空船部件14
00AE8648	Spaceship Part 13	太空船部件13
00AE8660	Spaceship Part 20	太空船部件20
00AE8678	Spaceship Part 19	太空船部件19
00AE8690	Spaceship Part 18	太空船部件18
00AE86A8	Spaceship Part 17	太空船部件17
00AE86C0	Spaceship Part 24	太空船部件24
00AE86D8	Spaceship Part 23	太空船部件23
00AE86F0	Spaceship Part 22	太空船部件22
00AE8708	Spaceship Part 21	太空船部件21
00AE8720	Spaceship Part 28	太空船部件28
00AE8738	Spaceship Part 27	太空船部件27
00AE8750	Spaceship Part 26	太空船部件26
00AE8768	Spaceship Part 25	太空船部件25
00AE8780	Spaceship Part 32	太空船部件32
00AE8798	Spaceship Part 31	太空船部件31
00AE87B0	Spaceship Part 30	太空船部件30
00AE87C8	Spaceship Part 29	太空船部件29
00AE87E0	Spaceship Part 36	太空船部件36
00AE87F8	Spaceship Part 35	太空船部件35
00AE8810	Spaceship Part 34	太空船部件34
00AE8828	Spaceship Part 33	太空船部件33
00AE8840	Spaceship Part 40	太空船部件40
00AE8858	Spaceship Part 39	太空船部件39
00AE8870	Spaceship Part 38	太空船部件38
00AE8888	Spaceship Part 37	太空船部件37
00AE88A0	Spaceship Part 44	太空船部件44
00AE88B8	Spaceship Part 43	太空船部件43
00AE88D0	Spaceship Part 42	太空船部件42
00AE88E8	Spaceship Part 41	太空船部件41
00AE8900	Spaceship Part 48	太空船部件48
00AE8918	Spaceship Part 47	太空船部件47
00AE8930	Spaceship Part 46	太空船部件46
00AE8948	Spaceship Part 45	太空船部件45
00AE8960	Submarine Piece 2	潜水艇碎片 2
00AE8978	Submarine Piece 1	潜水艇碎片 1
00AE8990	Spaceship Part 50	太空船部件50
00AE89A8	Spaceship Part 49	太空船部件49
00AE89C0	Submarine Piece 6	潜水艇碎片 6
00AE89D8	Submarine Piece 5	潜水艇碎片 5
00AE89F0	Submarine Piece 4	潜水艇碎片 4
00AE8A08	Submarine Piece 3	潜水艇碎片 3
00AE8A20	Submarine Piece 10	潜水艇碎片 10
00AE8A38	Submarine Piece 9	潜水艇碎片 9
00AE8A50	Submarine Piece 8	潜水艇碎片 8
00AE8A68	Submarine Piece 7	潜水艇碎片 7
00AE8A80	Submarine Piece 14	潜水艇碎片 14
00AE8A98	Submarine Piece 13	潜水艇碎片 13
00AE8AB0	Submarine Piece 12	潜水艇碎片 12
00AE8AC8	Submarine Piece 11	潜水艇碎片 11
00AE8AE0	Submarine Piece 18	潜水艇碎片 18
00AE8AF8	Submarine Piece 17	潜水艇碎片 17
00AE8B10	Submarine Piece 16	潜水艇碎片 16
00AE8B28	Submarine Piece 15	潜水艇碎片 15
00AE8B40	Submarine Piece 22	潜水艇碎片 22
00AE8B58	Submarine Piece 21	潜水艇碎片 21
00AE8B70	Submarine Piece 20	潜水艇碎片 20
00AE8B88	Submarine Piece 19	潜水艇碎片 19
00AE8BA0	Submarine Piece 26	潜水艇碎片 26
00AE8BB8	Submarine Piece 25	潜水艇碎片 25
00AE8BD0	Submarine Piece 24	潜水艇碎片 24
00AE8BE8	Submarine Piece 23	潜水艇碎片 23
00AE8C00	Submarine Piece 30	潜水艇碎片 30
00AE8C18	Submarine Piece 29	潜水艇碎片 29
00AE8C30	Submarine Piece 28	潜水艇碎片 28
00AE8C48	Submarine Piece 27	潜水艇碎片 27
00AE8C60	Stunt Jump 4	特技点  4
00AE8C70	Stunt Jump 3	特技点  3
00AE8C80	Stunt Jump 2	特技点  2
00AE8C90	Stunt Jump 1	特技点  1
00AE8CA0	Stunt Jump 8	特技点  8
00AE8CB0	Stunt Jump 7	特技点  7
00AE8CC0	Stunt Jump 6	特技点  6
00AE8CD0	Stunt Jump 5	特技点  5
00AE8CE0	Stunt Jump 12	特技点  12
00AE8CF0	Stunt Jump 11	特技点  11
00AE8D00	Stunt Jump 10	特技点  10
00AE8D10	Stunt Jump 9	特技点  9
00AE8D20	Stunt Jump 16	特技点  16
00AE8D30	Stunt Jump 15	特技点  15
00AE8D40	Stunt Jump 14	特技点  14
00AE8D50	Stunt Jump 13	特技点  13
00AE8D60	Stunt Jump 20	特技点  20
00AE8D70	Stunt Jump 19	特技点  19
00AE8D80	Stunt Jump 18	特技点  18
00AE8D90	Stunt Jump 17	特技点  17
00AE8DA0	Stunt Jump 24	特技点  24
00AE8DB0	Stunt Jump 23	特技点  23
00AE8DC0	Stunt Jump 22	特技点  22
00AE8DD0	Stunt Jump 21	特技点  21
00AE8DE0	Stunt Jump 28	特技点  28
00AE8DF0	Stunt Jump 27	特技点  27
00AE8E00	Stunt Jump 26	特技点  26
00AE8E10	Stunt Jump 25	特技点  25
00AE8E20	Stunt Jump 32	特技点  32
00AE8E30	Stunt Jump 31	特技点  31
00AE8E40	Stunt Jump 30	特技点  30
00AE8E50	Stunt Jump 29	特技点  29
00AE8E60	Stunt Jump 36	特技点  36
00AE8E70	Stunt Jump 35	特技点  35
00AE8E80	Stunt Jump 34	特技点  34
00AE8E90	Stunt Jump 33	特技点  33
00AE8EA0	Stunt Jump 40	特技点  40
00AE8EB0	Stunt Jump 39	特技点  39
00AE8EC0	Stunt Jump 38	特技点  38
00AE8ED0	Stunt Jump 37	特技点  37
00AE8EE0	Stunt Jump 44	特技点  44
00AE8EF0	Stunt Jump 43	特技点  43
00AE8F00	Stunt Jump 42	特技点  42
00AE8F10	Stunt Jump 41	特技点  41
00AE8F20	Stunt Jump 48	特技点  48
00AE8F30	Stunt Jump 47	特技点  47
00AE8F40	Stunt Jump 46	特技点  46
00AE8F50	Stunt Jump 45	特技点  45
00AE8F60	Safehouses	主角家
00AE8F70	Heist Map Updates In SP	抢劫地图已更新
00AE8F88	Stunt Jump 50	特技点  50
00AE8F98	Stunt Jump 49	特技点  49
00AE8FA8	Interiors	室内
00AE8FB8	Underwater	水下
00AE8FC8	Roof/High Up	屋顶高处
00AE8FD8	Landmarks	地标点
00AE8FE8	Collectibles	收藏品
00AE8FF8	Special Actors/Freaks Locations	特殊角色演员/怪人位置
00AE9018	Online Interiors	在线模式室内
00AE9030	Extra Exterior Scenery	额外外部场景
00AE9058	No vehicle found	未找到车辆
00AE906C	Symbol	箭头
00AE9074	Stunts	特技地点
00AE90F0	3D Marker Options	3D biao  ji dian 
00AE9110	Enter X, Y, Z coordinates. Use space or comma as a separator. Type 'Random' for a random location.	输入[X.Y.Z]坐标, 使用空格或逗号作为分隔符, 输入(random)则随机选择位置。
00AE91C0	Drive To Marker	开始代驾到标点
00AE91D0	Chauffeur To Marker Options	kai  shi  dai  jia
00AE91F0	Marker Symbol	标记样式
00AE9200	Marker Type	图标类型
00AE9210	Driving Style	驾驶风格
00AE9220	Altitude:	飞行高度
00AE9230	Max Speed (MPH):	最快速度/MPH
00AE9248	Land At Destination	飞到标点后降落
00AE9260	New scenery loaded	新场景已加载
00AE9278	Loading new scenery...	正在加载新场景
00AE9290	Unloading old scenery...	正在卸载当前场景
00AE92B0	Chauffeur Model	司机模型
00AE92C0	Go To Last Vehicle	前往上次驾驶车辆
00AE92D8	Chauffeur To Marker	生成司机代驾
00AE92F0	Go To Mission Marker	传送到任务点
00AE9308	Teleport To Marker Automatically	自动传送到标记点
00AE9330	3D Marker	3D 标记
00AE9340	Show Coordinates	显示坐标
00AE9358	Jump To Coordinates	输入传送坐标
00AE9370	Go To Nearest Vehicle As Passenger	作为乘客传至附近的车辆
00AE9398	Teleport Locations	chuan song di dian
00AE93B0	Load Extra Map Stuff Automatically	自动加载额外的地图内容
00AE93D8	Load Cayo Perico Island Automatically	自动加载 [卡约佩里科岛]
00AE9400	Load Online Map	加载在线地图
00AE9478	NORTH WEST	 西北
00AE9484	NORTH	 北
00AE94C0	SOUTH EAST	 东南
00AE94CC	SOUTH	 南
00AE94D8	SOUTH WEST	 西南
00AE94E4	WEST	 西
00AE9500	NORTH EAST	 东北
00AE950C	EAST	 东
00AE95C8	The game version is not supported	此游戏版本太旧不受支持
00AE9798	Fastest In The World	极限超级加速
00AE97B0	Nothing Can Stop Me	超级加速
00AE97C8	Only When Already Moving	仅在移动时启用
00AE97E8	< 30 (MPH)	< 48 (KMH)
00AE97F8	< 20 (MPH)	< 32 (KMH)
00AE9808	< 10 (MPH)	< 16 (KMH)
00AE9818	Manual Only	仅手动
00AE9828	< 100 (MPH)	< 160 (KMH)
00AE9838	< 80 (MPH)	< 128(KMH)
00AE9848	< 60 (MPH)	< 96 (KMH)
00AE9858	< 40 (MPH)	< 64 (KMH)
00AE9868	< 180 (MPH)	< 288 (KMH)
00AE9878	< 160 (MPH)	< 256 (KMH)
00AE9888	< 140 (MPH)	< 224 (KMH)
00AE9898	< 120 (MPH)	< 192 (KMH)
00AE98A8	Manually	手动
00AE98B8	Daytime Only	仅限白天
00AE98D0	< 200 (MPH)	< 320 (KMH)
00AE98EC	Hold	按住
00AE98F8	Hold Exit To Kill Engine	长按F键/熄火下车
00AE9918	Professional	专业盗贼
00AE9928	Street Kid	街头盗贼
00AE99D8	Creating vehicle model arrays	创建车辆模型数组
00AE99F8	Emptying model arrays	清空模型数组
00AE9A20	Traction Control Disabled	牵引力控制已关闭
00AE9A40	Traction Control Enabled	牵引力控制已启用
00AE9A60	Enter a number: 0 = f_r door; 1 = f_l door; 2 = b_r door; 3 = b_l door; 4 = hood; 5 = trunk	输入一个数字 [0=前右门; 1=前左门; 2=后右门; 3=后左门; 4=前盖; 5=后备]
00AE9AC0	Doors Unlocked	车门解锁
00AE9AD0	Tracked vehicles saved	已保存跟踪车辆
00AE9AE8	Anchor raised	船锚已起
00AE9AF8	Anchor dropped	船锚已抛
00AE9B10	Rear Left Door	车后  左门
00AE9B20	Front Right Door	车前  右门
00AE9B38	Front Left Door	车前  左门
00AE9B48	Vehicle Control Options	che  liang
00AE9B60	Trunk 2	后备箱
00AE9B68	Trunk 	后备箱1
00AE9B70	Hood	引擎盖
00AE9B78	Rear Right Door	车后  右门
